RunID,H,W,KH,KW,outH,outW,op,mode,padding,cval,sH,sW,time,gflops
SLURM_48622,3072,4096,5,7,3072,4096,conv,same,zero,0,1,1,0.212268939,4.149471
SLURM_48623,3072,4096,5,9,3072,4096,conv,same,zero,0,1,1,0.29914213,3.785699
SLURM_48624,3072,4096,5,11,3072,4096,conv,same,zero,0,1,1,0.363980074,3.802737
SLURM_48625,3072,4096,7,3,3072,4096,conv,same,zero,0,1,1,0.148362998,3.56209
SLURM_48626,3072,4096,7,5,3072,4096,conv,same,zero,0,1,1,0.245312678,3.590535
SLURM_48627,3072,4096,7,7,3072,4096,conv,same,zero,0,1,1,0.334327572,3.688375
SLURM_48628,3072,4096,7,9,3072,4096,conv,same,zero,0,1,1,0.414584958,3.824179
SLURM_48629,3072,4096,7,11,3072,4096,conv,same,zero,0,1,1,0.514071835,3.769451
SLURM_48630,3072,4096,9,3,3072,4096,conv,same,zero,0,1,1,0.21605949,3.144862
SLURM_48631,3072,4096,9,5,3072,4096,conv,same,zero,0,1,1,0.342649774,3.305013
SLURM_48632,3072,4096,9,7,3072,4096,conv,same,zero,0,1,1,0.459123495,3.453204
SLURM_48633,3072,4096,9,9,3072,4096,conv,same,zero,0,1,1,0.580601843,3.510894
SLURM_48634,3072,4096,9,11,3072,4096,conv,same,zero,0,1,1,0.740462796,3.364675
SLURM_48635,3072,4096,11,3,3072,4096,conv,same,zero,0,1,1,0.303776231,2.733829
SLURM_48636,3072,4096,11,5,3072,4096,conv,same,zero,0,1,1,0.416279002,3.324982
SLURM_48637,3072,4096,11,7,3072,4096,conv,same,zero,0,1,1,0.552296579,3.508565
SLURM_48638,3072,4096,11,9,3072,4096,conv,same,zero,0,1,1,0.721954479,3.450933
SLURM_48639,3072,4096,11,11,3072,4096,conv,same,zero,0,1,1,0.923776233,3.296323
SLURM_48640,4096,1024,3,3,4096,1024,conv,same,zero,0,1,1,0.025751515,2.931768
SLURM_48641,4096,1024,3,5,4096,1024,conv,same,zero,0,1,1,0.037096263,3.391962
SLURM_48642,4096,1024,3,7,4096,1024,conv,same,zero,0,1,1,0.045035119,3.911631
SLURM_48643,4096,1024,3,9,4096,1024,conv,same,zero,0,1,1,0.053733928,4.215073
SLURM_48644,4096,1024,3,11,4096,1024,conv,same,zero,0,1,1,0.064561044,4.287788
SLURM_48645,4096,1024,5,3,4096,1024,conv,same,zero,0,1,1,0.036943013,3.406033
SLURM_48646,4096,1024,5,5,4096,1024,conv,same,zero,0,1,1,0.056512367,3.710961
SLURM_48647,4096,1024,5,7,4096,1024,conv,same,zero,0,1,1,0.07248352,4.050594
SLURM_48648,4096,1024,5,9,4096,1024,conv,same,zero,0,1,1,0.100008101,3.774568
SLURM_48649,4096,1024,5,11,4096,1024,conv,same,zero,0,1,1,0.121643643,3.792828
SLURM_48650,4096,1024,7,3,4096,1024,conv,same,zero,0,1,1,0.050405147,3.494896
SLURM_48651,4096,1024,7,5,4096,1024,conv,same,zero,0,1,1,0.082549123,3.556686
SLURM_48652,4096,1024,7,7,4096,1024,conv,same,zero,0,1,1,0.1120313,3.668991
SLURM_48653,4096,1024,7,9,4096,1024,conv,same,zero,0,1,1,0.139277471,3.794456
SLURM_48654,4096,1024,7,11,4096,1024,conv,same,zero,0,1,1,0.17140061,3.768498
SLURM_48655,4096,1024,9,3,4096,1024,conv,same,zero,0,1,1,0.078030299,2.902621
SLURM_48656,4096,1024,9,5,4096,1024,conv,same,zero,0,1,1,0.121690443,3.10203
SLURM_48657,4096,1024,9,7,4096,1024,conv,same,zero,0,1,1,0.156473708,3.377451
SLURM_48658,4096,1024,9,9,4096,1024,conv,same,zero,0,1,1,0.196704632,3.454302
SLURM_48659,4096,1024,9,11,4096,1024,conv,same,zero,0,1,1,0.24658033,3.367958
SLURM_48660,4096,1024,11,3,4096,1024,conv,same,zero,0,1,1,0.108008247,2.56299
SLURM_48661,4096,1024,11,5,4096,1024,conv,same,zero,0,1,1,0.147403598,3.130001
SLURM_48662,4096,1024,11,7,4096,1024,conv,same,zero,0,1,1,0.184759261,3.496024
SLURM_48663,4096,1024,11,9,4096,1024,conv,same,zero,0,1,1,0.239278204,3.470739
SLURM_48664,4096,1024,11,11,4096,1024,conv,same,zero,0,1,1,0.307844385,3.29719
SLURM_48665,4096,2048,3,3,4096,2048,conv,same,zero,0,1,1,0.052589978,2.871173
SLURM_48666,4096,2048,3,5,4096,2048,conv,same,zero,0,1,1,0.071088375,3.540076
SLURM_48667,4096,2048,3,7,4096,2048,conv,same,zero,0,1,1,0.084945775,4.147605
SLURM_48668,4096,2048,3,9,4096,2048,conv,same,zero,0,1,1,0.104381946,4.339686
SLURM_48669,4096,2048,3,11,4096,2048,conv,same,zero,0,1,1,0.128632438,4.30411
SLURM_48670,4096,2048,5,3,4096,2048,conv,same,zero,0,1,1,0.074436241,3.380856
SLURM_48671,4096,2048,5,5,4096,2048,conv,same,zero,0,1,1,0.115187532,3.641283
SLURM_48672,4096,2048,5,7,4096,2048,conv,same,zero,0,1,1,0.14835761,3.958021
SLURM_48673,4096,2048,5,9,4096,2048,conv,same,zero,0,1,1,0.20076879,3.760419
SLURM_48674,4096,2048,5,11,4096,2048,conv,same,zero,0,1,1,0.244409522,3.775413
SLURM_48675,4096,2048,7,3,4096,2048,conv,same,zero,0,1,1,0.099052144,3.55693
SLURM_48676,4096,2048,7,5,4096,2048,conv,same,zero,0,1,1,0.166970848,3.516797
SLURM_48677,4096,2048,7,7,4096,2048,conv,same,zero,0,1,1,0.223182753,3.683455
SLURM_48678,4096,2048,7,9,4096,2048,conv,same,zero,0,1,1,0.277205249,3.812931
SLURM_48679,4096,2048,7,11,4096,2048,conv,same,zero,0,1,1,0.341549178,3.782312
SLURM_48680,4096,2048,9,3,4096,2048,conv,same,zero,0,1,1,0.142388976,3.18132
SLURM_48681,4096,2048,9,5,4096,2048,conv,same,zero,0,1,1,0.227469182,3.31902
SLURM_48682,4096,2048,9,7,4096,2048,conv,same,zero,0,1,1,0.305051827,3.464869
SLURM_48683,4096,2048,9,9,4096,2048,conv,same,zero,0,1,1,0.385878668,3.521714
SLURM_48684,4096,2048,9,11,4096,2048,conv,same,zero,0,1,1,0.480005457,3.460261
SLURM_48685,4096,2048,11,3,4096,2048,conv,same,zero,0,1,1,0.202101945,2.73945
SLURM_48686,4096,2048,11,5,4096,2048,conv,same,zero,0,1,1,0.280120511,3.294107
SLURM_48687,4096,2048,11,7,4096,2048,conv,same,zero,0,1,1,0.370934772,3.482676
SLURM_48688,4096,2048,11,9,4096,2048,conv,same,zero,0,1,1,0.476789454,3.483601
SLURM_48689,4096,2048,11,11,4096,2048,conv,same,zero,0,1,1,0.615641694,3.297443
SLURM_48690,4096,3072,3,3,4096,3072,conv,same,zero,0,1,1,0.075836667,2.986582
SLURM_48691,4096,3072,3,5,4096,3072,conv,same,zero,0,1,1,0.102945241,3.666875
SLURM_48692,4096,3072,3,7,4096,3072,conv,same,zero,0,1,1,0.126315728,4.18382
SLURM_48693,4096,3072,3,9,4096,3072,conv,same,zero,0,1,1,0.155864892,4.359399
SLURM_48694,4096,3072,3,11,4096,3072,conv,same,zero,0,1,1,0.192728386,4.309029
SLURM_48695,4096,3072,5,3,4096,3072,conv,same,zero,0,1,1,0.109369408,3.451489
SLURM_48696,4096,3072,5,5,4096,3072,conv,same,zero,0,1,1,0.166597327,3.776445
SLURM_48697,4096,3072,5,7,4096,3072,conv,same,zero,0,1,1,0.212689349,4.141269
SLURM_48698,4096,3072,5,9,4096,3072,conv,same,zero,0,1,1,0.29904167,3.786971
SLURM_48699,4096,3072,5,11,4096,3072,conv,same,zero,0,1,1,0.364567335,3.796611
SLURM_48700,4096,3072,7,3,4096,3072,conv,same,zero,0,1,1,0.14835274,3.562336
SLURM_48701,4096,3072,7,5,4096,3072,conv,same,zero,0,1,1,0.245110255,3.593501
SLURM_48702,4096,3072,7,7,4096,3072,conv,same,zero,0,1,1,0.334379049,3.687807
SLURM_48703,4096,3072,7,9,4096,3072,conv,same,zero,0,1,1,0.413930771,3.830222
SLURM_48704,4096,3072,7,11,4096,3072,conv,same,zero,0,1,1,0.513856568,3.77103
SLURM_48705,4096,3072,9,3,4096,3072,conv,same,zero,0,1,1,0.216751067,3.134828
SLURM_48706,4096,3072,9,5,4096,3072,conv,same,zero,0,1,1,0.341066576,3.320355
SLURM_48707,4096,3072,9,7,4096,3072,conv,same,zero,0,1,1,0.458108536,3.460854
SLURM_48708,4096,3072,9,9,4096,3072,conv,same,zero,0,1,1,0.578045668,3.52642
SLURM_48709,4096,3072,9,11,4096,3072,conv,same,zero,0,1,1,0.738145637,3.375237
SLURM_48710,4096,3072,11,3,4096,3072,conv,same,zero,0,1,1,0.307663707,2.699286
SLURM_48711,4096,3072,11,5,4096,3072,conv,same,zero,0,1,1,0.416145331,3.32605
SLURM_48712,4096,3072,11,7,4096,3072,conv,same,zero,0,1,1,0.551577987,3.513136
SLURM_48713,4096,3072,11,9,4096,3072,conv,same,zero,0,1,1,0.714611419,3.486393
SLURM_48714,4096,3072,11,11,4096,3072,conv,same,zero,0,1,1,0.924260025,3.294597
SLURM_48715,4096,4096,3,3,4096,4096,conv,same,zero,0,1,1,0.104715908,2.883897
SLURM_48716,4096,4096,3,5,4096,4096,conv,same,zero,0,1,1,0.143894322,3.49782
SLURM_48717,4096,4096,3,7,4096,4096,conv,same,zero,0,1,1,0.181382219,3.884852
SLURM_48718,4096,4096,3,9,4096,4096,conv,same,zero,0,1,1,0.210684291,4.300129
SLURM_48719,4096,4096,3,11,4096,4096,conv,same,zero,0,1,1,0.263565002,4.201226
SLURM_48720,4096,4096,5,3,4096,4096,conv,same,zero,0,1,1,0.146232962,3.441881
SLURM_48721,4096,4096,5,5,4096,4096,conv,same,zero,0,1,1,0.22480688,3.731473
SLURM_48722,4096,4096,5,7,4096,4096,conv,same,zero,0,1,1,0.289427431,4.057684
SLURM_48723,4096,4096,5,9,4096,4096,conv,same,zero,0,1,1,0.398197145,3.791965
SLURM_48724,4096,4096,5,11,4096,4096,conv,same,zero,0,1,1,0.485614011,3.800331
SLURM_48725,4096,4096,7,3,4096,4096,conv,same,zero,0,1,1,0.202751808,3.475397
SLURM_48726,4096,4096,7,5,4096,4096,conv,same,zero,0,1,1,0.330372071,3.554795
SLURM_48727,4096,4096,7,7,4096,4096,conv,same,zero,0,1,1,0.443794826,3.704791
SLURM_48728,4096,4096,7,9,4096,4096,conv,same,zero,0,1,1,0.551903478,3.830252
SLURM_48729,4096,4096,7,11,4096,4096,conv,same,zero,0,1,1,0.680546307,3.796496
SLURM_48730,4096,4096,9,3,4096,4096,conv,same,zero,0,1,1,0.286433538,3.162932
SLURM_48731,4096,4096,9,5,4096,4096,conv,same,zero,0,1,1,0.450124392,3.354516
SLURM_48732,4096,4096,9,7,4096,4096,conv,same,zero,0,1,1,0.603801755,3.501032
SLURM_48733,4096,4096,9,9,4096,4096,conv,same,zero,0,1,1,0.765919333,3.548558
SLURM_48734,4096,4096,9,11,4096,4096,conv,same,zero,0,1,1,0.965039786,3.44223
SLURM_48735,4096,4096,11,3,4096,4096,conv,same,zero,0,1,1,0.402342613,2.752123
SLURM_48736,4096,4096,11,5,4096,4096,conv,same,zero,0,1,1,0.556666508,3.315259
SLURM_48737,4096,4096,11,7,4096,4096,conv,same,zero,0,1,1,0.734644823,3.516926
SLURM_48738,4096,4096,11,9,4096,4096,conv,same,zero,0,1,1,0.956784221,3.471931
SLURM_48739,4096,4096,11,11,4096,4096,conv,same,zero,0,1,1,1.23122002,3.297612
