RunID,H,W,KH,KW,outH,outW,op,mode,padding,cval,time_s,gflops,threads,schedule,chunk
SLURM_29929,12800,19200,150,150,12800,19200,conv,same,zero,0,144.292652048,76.644235,8,static,7680000
SLURM_29930,12800,19200,150,150,12800,19200,conv,same,zero,0,144.357390037,76.609864,8,dynamic,7680000
SLURM_29931,12800,19200,100,100,12800,19200,conv,same,zero,0,73.217994049,67.131039,8,static,7680000
SLURM_29932,12800,19200,100,100,12800,19200,conv,same,zero,0,73.255437657,67.096726,8,dynamic,7680000
