RunID,N,K,outLen,mode,padding,cval,time
SLURM_18010,33,19,33,same,zero,0,4.2e-06
SLURM_18011,33,20,33,same,zero,0,5.21e-06
SLURM_18012,33,21,33,same,zero,0,5.28e-06
SLURM_18013,33,22,33,same,zero,0,4.47e-06
SLURM_18014,33,23,33,same,zero,0,5.1e-06
SLURM_18015,33,24,33,same,zero,0,5.72e-06
SLURM_18016,33,25,33,same,zero,0,5.28e-06
SLURM_18017,33,26,33,same,zero,0,4.76e-06
SLURM_18018,33,27,33,same,zero,0,4.53e-06
SLURM_18019,33,28,33,same,zero,0,4.53e-06
SLURM_18020,33,29,33,same,zero,0,5.98e-06
SLURM_18021,33,30,33,same,zero,0,4.79e-06
SLURM_18022,33,31,33,same,zero,0,5.4e-06
SLURM_18023,33,32,33,same,zero,0,6.19e-06
SLURM_18024,33,33,33,same,zero,0,5.69e-06
SLURM_18025,33,34,33,same,zero,0,6.221e-06
SLURM_18026,33,35,33,same,zero,0,5.78e-06
SLURM_18027,33,36,33,same,zero,0,6.32e-06
SLURM_18028,33,37,33,same,zero,0,5.97e-06
SLURM_18029,33,38,33,same,zero,0,6.57e-06
SLURM_18030,33,39,33,same,zero,0,5.94e-06
SLURM_18031,33,40,33,same,zero,0,5.16e-06
SLURM_18032,33,41,33,same,zero,0,6.37e-06
SLURM_18033,33,42,33,same,zero,0,5.41e-06
SLURM_18034,33,43,33,same,zero,0,5.67e-06
SLURM_18035,33,44,33,same,zero,0,5.91e-06
SLURM_18036,33,45,33,same,zero,0,5.62e-06
SLURM_18037,33,46,33,same,zero,0,5.8e-06
SLURM_18038,33,47,33,same,zero,0,5.99e-06
SLURM_18039,33,48,33,same,zero,0,5.8e-06
SLURM_18040,33,49,33,same,zero,0,6.46e-06
SLURM_18041,33,50,33,same,zero,0,6.23e-06
SLURM_18042,33,51,33,same,zero,0,6.45e-06
SLURM_18043,33,52,33,same,zero,0,6.03e-06
SLURM_18044,33,53,33,same,zero,0,6.48e-06
SLURM_18045,33,54,33,same,zero,0,6.21e-06
SLURM_18046,33,55,33,same,zero,0,6.08e-06
SLURM_18047,33,56,33,same,zero,0,6.41e-06
SLURM_18048,33,57,33,same,zero,0,6.4e-06
SLURM_18049,33,58,33,same,zero,0,6.71e-06
SLURM_18050,33,59,33,same,zero,0,7.85e-06
SLURM_18051,33,60,33,same,zero,0,7.63e-06
SLURM_18052,33,61,33,same,zero,0,7.621e-06
SLURM_18053,33,62,33,same,zero,0,7.77e-06
SLURM_18054,33,63,33,same,zero,0,7.07e-06
SLURM_18055,33,64,33,same,zero,0,8.16e-06
SLURM_18056,33,65,33,same,zero,0,8.59e-06
SLURM_18057,33,66,33,same,zero,0,6.75e-06
SLURM_18058,33,67,33,same,zero,0,8.67e-06
SLURM_18059,33,68,33,same,zero,0,7.47e-06
SLURM_18060,33,69,33,same,zero,0,8.52e-06
SLURM_18061,33,70,33,same,zero,0,8.37e-06
SLURM_18062,33,71,33,same,zero,0,8e-06
SLURM_18063,33,72,33,same,zero,0,8.79e-06
SLURM_18064,33,73,33,same,zero,0,7.12e-06
SLURM_18065,33,74,33,same,zero,0,8.36e-06
SLURM_18066,33,75,33,same,zero,0,7.41e-06
SLURM_18067,33,76,33,same,zero,0,7.24e-06
SLURM_18068,33,77,33,same,zero,0,8.07e-06
SLURM_18069,33,78,33,same,zero,0,7.36e-06
SLURM_18070,33,79,33,same,zero,0,8.35e-06
SLURM_18071,33,80,33,same,zero,0,7.4e-06
SLURM_18072,33,81,33,same,zero,0,7.27e-06
SLURM_18073,33,82,33,same,zero,0,7.27e-06
SLURM_18074,33,83,33,same,zero,0,7.97e-06
SLURM_18075,33,84,33,same,zero,0,8.82e-06
SLURM_18076,33,85,33,same,zero,0,8.28e-06
SLURM_18077,33,86,33,same,zero,0,8.46e-06
SLURM_18078,33,87,33,same,zero,0,9e-06
SLURM_18079,33,88,33,same,zero,0,9.65e-06
SLURM_18080,33,89,33,same,zero,0,8.99e-06
SLURM_18081,33,90,33,same,zero,0,8.77e-06
SLURM_18082,33,91,33,same,zero,0,9.63e-06
SLURM_18083,33,92,33,same,zero,0,8.521e-06
SLURM_18084,33,93,33,same,zero,0,9.33e-06
SLURM_18085,33,94,33,same,zero,0,9.41e-06
SLURM_18086,33,95,33,same,zero,0,9.41e-06
SLURM_18087,33,96,33,same,zero,0,7.92e-06
SLURM_18088,33,97,33,same,zero,0,9.94e-06
SLURM_18089,33,98,33,same,zero,0,9.06e-06
SLURM_18090,33,99,33,same,zero,0,9.75e-06
SLURM_18091,33,100,33,same,zero,0,9.87e-06
SLURM_18092,34,11,34,same,zero,0,2.67e-06
SLURM_18093,34,12,34,same,zero,0,5.11e-06
SLURM_18094,34,13,34,same,zero,0,3.03e-06
SLURM_18095,34,14,34,same,zero,0,5.27e-06
SLURM_18096,34,15,34,same,zero,0,4.72e-06
SLURM_18097,34,16,34,same,zero,0,3.86e-06
SLURM_18098,34,17,34,same,zero,0,3.89e-06
SLURM_18099,34,18,34,same,zero,0,4.74e-06
SLURM_18100,34,19,34,same,zero,0,4.32e-06
SLURM_18101,34,20,34,same,zero,0,5.391e-06
SLURM_18102,34,21,34,same,zero,0,4.13e-06
SLURM_18103,34,22,34,same,zero,0,4.8e-06
SLURM_18104,34,23,34,same,zero,0,5.48e-06
SLURM_18105,34,24,34,same,zero,0,5.09e-06
SLURM_18106,34,25,34,same,zero,0,5.13e-06
SLURM_18107,34,26,34,same,zero,0,4.13e-06
SLURM_18108,34,27,34,same,zero,0,5.12e-06
SLURM_18109,34,28,34,same,zero,0,5.66e-06
SLURM_18110,34,29,34,same,zero,0,5.97e-06
SLURM_18111,34,30,34,same,zero,0,5.61e-06
SLURM_18112,34,31,34,same,zero,0,5.72e-06
SLURM_18113,34,32,34,same,zero,0,5.97e-06
SLURM_18114,34,33,34,same,zero,0,5.83e-06
SLURM_18115,34,34,34,same,zero,0,6.02e-06
SLURM_18116,34,35,34,same,zero,0,5.67e-06
SLURM_18117,34,36,34,same,zero,0,5.32e-06
SLURM_18118,34,37,34,same,zero,0,6.43e-06
SLURM_18119,34,38,34,same,zero,0,5.67e-06
SLURM_18120,34,39,34,same,zero,0,6.88e-06
SLURM_18121,34,40,34,same,zero,0,7.11e-06
SLURM_18122,34,41,34,same,zero,0,6.15e-06
SLURM_18123,34,42,34,same,zero,0,7.4e-06
SLURM_18124,34,43,34,same,zero,0,6.211e-06
SLURM_18125,34,44,34,same,zero,0,6.67e-06
SLURM_18126,34,45,34,same,zero,0,6.42e-06
SLURM_18127,34,46,34,same,zero,0,7.18e-06
SLURM_18128,34,47,34,same,zero,0,6.85e-06
SLURM_18129,34,48,34,same,zero,0,7.1e-06
SLURM_18130,34,49,34,same,zero,0,7.11e-06
SLURM_18131,34,50,34,same,zero,0,7.06e-06
SLURM_18132,34,51,34,same,zero,0,6.74e-06
SLURM_18133,34,52,34,same,zero,0,6.37e-06
SLURM_18134,34,53,34,same,zero,0,7.37e-06
SLURM_18135,34,54,34,same,zero,0,6.89e-06
SLURM_18136,34,55,34,same,zero,0,6.48e-06
SLURM_18137,34,56,34,same,zero,0,7.35e-06
SLURM_18138,34,57,34,same,zero,0,6.86e-06
SLURM_18139,34,58,34,same,zero,0,7.2e-06
SLURM_18140,34,59,34,same,zero,0,7.6e-06
SLURM_18141,34,60,34,same,zero,0,7.01e-06
SLURM_18142,34,61,34,same,zero,0,7.38e-06
SLURM_18143,34,62,34,same,zero,0,8.21e-06
SLURM_18144,34,63,34,same,zero,0,7.92e-06
SLURM_18145,34,64,34,same,zero,0,6.93e-06
SLURM_18146,34,65,34,same,zero,0,7e-06
SLURM_18147,34,66,34,same,zero,0,7.82e-06
SLURM_18148,34,67,34,same,zero,0,7.13e-06
SLURM_18149,34,68,34,same,zero,0,7.7e-06
SLURM_18150,34,69,34,same,zero,0,7.07e-06
SLURM_18151,34,70,34,same,zero,0,7.41e-06
SLURM_18152,34,71,34,same,zero,0,7.621e-06
SLURM_18153,34,72,34,same,zero,0,7.32e-06
SLURM_18154,34,73,34,same,zero,0,7.17e-06
SLURM_18155,34,74,34,same,zero,0,7.37e-06
SLURM_18156,34,75,34,same,zero,0,8.18e-06
SLURM_18157,34,76,34,same,zero,0,7.58e-06
SLURM_18158,34,77,34,same,zero,0,9.02e-06
SLURM_18159,34,78,34,same,zero,0,7.77e-06
SLURM_18160,34,79,34,same,zero,0,7.65e-06
SLURM_18161,34,80,34,same,zero,0,7.75e-06
SLURM_18162,34,81,34,same,zero,0,7.62e-06
SLURM_18163,34,82,34,same,zero,0,7.59e-06
SLURM_18164,34,83,34,same,zero,0,8.18e-06
SLURM_18165,34,84,34,same,zero,0,7.58e-06
SLURM_18166,34,85,34,same,zero,0,7.78e-06
SLURM_18167,34,86,34,same,zero,0,8.38e-06
SLURM_18168,34,87,34,same,zero,0,8.45e-06
SLURM_18169,34,88,34,same,zero,0,7.71e-06
SLURM_18170,34,89,34,same,zero,0,7.83e-06
SLURM_18171,34,90,34,same,zero,0,7.7e-06
SLURM_18172,34,91,34,same,zero,0,8.2e-06
SLURM_18173,34,92,34,same,zero,0,8.22e-06
SLURM_18174,34,93,34,same,zero,0,8.39e-06
SLURM_18175,34,94,34,same,zero,0,8.15e-06
SLURM_18176,34,95,34,same,zero,0,8.16e-06
SLURM_18177,34,96,34,same,zero,0,8.3e-06
SLURM_18178,34,97,34,same,zero,0,9.23e-06
SLURM_18179,34,98,34,same,zero,0,8.64e-06
SLURM_18180,34,99,34,same,zero,0,8.59e-06
SLURM_18181,34,100,34,same,zero,0,8.41e-06
SLURM_18182,35,11,35,same,zero,0,4.15e-06
SLURM_18183,35,12,35,same,zero,0,2.98e-06
SLURM_18184,35,13,35,same,zero,0,3.41e-06
SLURM_18185,35,14,35,same,zero,0,3.36e-06
SLURM_18186,35,15,35,same,zero,0,4.91e-06
SLURM_18187,35,16,35,same,zero,0,3.83e-06
SLURM_18188,35,17,35,same,zero,0,3.95e-06
SLURM_18189,35,18,35,same,zero,0,3.88e-06
SLURM_18190,35,19,35,same,zero,0,4.11e-06
SLURM_18191,35,20,35,same,zero,0,4.28e-06
SLURM_18192,35,21,35,same,zero,0,3.91e-06
SLURM_18193,35,22,35,same,zero,0,5.71e-06
SLURM_18194,35,23,35,same,zero,0,4.95e-06
SLURM_18195,35,24,35,same,zero,0,4.04e-06
SLURM_18196,35,25,35,same,zero,0,5.34e-06
SLURM_18197,35,26,35,same,zero,0,6.76e-06
SLURM_18198,35,27,35,same,zero,0,5e-06
SLURM_18199,35,28,35,same,zero,0,4.74e-06
SLURM_18200,35,29,35,same,zero,0,5.04e-06
SLURM_18201,35,30,35,same,zero,0,4.9e-06
SLURM_18202,35,31,35,same,zero,0,4.74e-06
SLURM_18203,35,32,35,same,zero,0,5.43e-06
SLURM_18204,35,33,35,same,zero,0,6.44e-06
SLURM_18205,35,34,35,same,zero,0,5.811e-06
SLURM_18206,35,35,35,same,zero,0,5.84e-06
SLURM_18207,35,36,35,same,zero,0,6.151e-06
SLURM_18208,35,37,35,same,zero,0,5.58e-06
SLURM_18209,35,38,35,same,zero,0,5.62e-06
SLURM_18210,35,39,35,same,zero,0,7.7e-06
SLURM_18211,35,40,35,same,zero,0,6.44e-06
SLURM_18212,35,41,35,same,zero,0,7.11e-06
SLURM_18213,35,42,35,same,zero,0,6.23e-06
SLURM_18214,35,43,35,same,zero,0,6.45e-06
SLURM_18215,35,44,35,same,zero,0,6.63e-06
SLURM_18216,35,45,35,same,zero,0,5.79e-06
SLURM_18217,35,46,35,same,zero,0,7.08e-06
SLURM_18218,35,47,35,same,zero,0,6.72e-06
SLURM_18219,35,48,35,same,zero,0,6.51e-06
SLURM_18220,35,49,35,same,zero,0,9.01e-06
SLURM_18221,35,50,35,same,zero,0,6.92e-06
SLURM_18222,35,51,35,same,zero,0,7.5e-06
SLURM_18223,35,52,35,same,zero,0,9.18e-06
SLURM_18224,35,53,35,same,zero,0,1.006e-05
SLURM_18225,35,54,35,same,zero,0,6.54e-06
SLURM_18226,35,55,35,same,zero,0,6.83e-06
SLURM_18227,35,56,35,same,zero,0,7.51e-06
SLURM_18228,35,57,35,same,zero,0,7.28e-06
SLURM_18229,35,58,35,same,zero,0,7.5e-06
SLURM_18230,35,59,35,same,zero,0,7.09e-06
SLURM_18231,35,60,35,same,zero,0,7.45e-06
SLURM_18232,35,61,35,same,zero,0,6.88e-06
SLURM_18233,35,62,35,same,zero,0,7.74e-06
SLURM_18234,35,63,35,same,zero,0,8.5e-06
SLURM_18235,35,64,35,same,zero,0,7.36e-06
SLURM_18236,35,65,35,same,zero,0,7.13e-06
SLURM_18237,35,66,35,same,zero,0,8.81e-06
SLURM_18238,35,67,35,same,zero,0,8.59e-06
SLURM_18239,35,68,35,same,zero,0,8.74e-06
SLURM_18240,35,69,35,same,zero,0,7.52e-06
SLURM_18241,35,70,35,same,zero,0,7.5e-06
SLURM_18242,35,71,35,same,zero,0,7.73e-06
SLURM_18243,35,72,35,same,zero,0,7.53e-06
SLURM_18244,35,73,35,same,zero,0,7.97e-06
SLURM_18245,35,74,35,same,zero,0,7.95e-06
SLURM_18246,35,75,35,same,zero,0,7.41e-06
SLURM_18247,35,76,35,same,zero,0,7.51e-06
SLURM_18248,35,77,35,same,zero,0,7.76e-06
SLURM_18249,35,78,35,same,zero,0,7.64e-06
SLURM_18250,35,79,35,same,zero,0,8.13e-06
SLURM_18251,35,80,35,same,zero,0,8.12e-06
SLURM_18252,35,81,35,same,zero,0,7.69e-06
SLURM_18253,35,82,35,same,zero,0,7.94e-06
SLURM_18254,35,83,35,same,zero,0,7.81e-06
SLURM_18255,35,84,35,same,zero,0,8.3e-06
SLURM_18256,35,85,35,same,zero,0,8e-06
SLURM_18257,35,86,35,same,zero,0,8.34e-06
SLURM_18258,35,87,35,same,zero,0,8.15e-06
SLURM_18259,35,88,35,same,zero,0,7.96e-06
SLURM_18260,35,89,35,same,zero,0,8.04e-06
SLURM_18261,35,90,35,same,zero,0,8.14e-06
SLURM_18262,35,91,35,same,zero,0,8.1e-06
SLURM_18263,35,92,35,same,zero,0,8.06e-06
SLURM_18264,35,93,35,same,zero,0,8.19e-06
SLURM_18265,35,94,35,same,zero,0,8.28e-06
SLURM_18266,35,95,35,same,zero,0,8.67e-06
SLURM_18267,35,96,35,same,zero,0,8.69e-06
SLURM_18268,35,97,35,same,zero,0,8.71e-06
SLURM_18269,35,98,35,same,zero,0,8.44e-06
SLURM_18270,35,99,35,same,zero,0,8.86e-06
SLURM_18271,35,100,35,same,zero,0,8.93e-06
SLURM_18272,36,11,36,same,zero,0,3.02e-06
SLURM_18273,36,12,36,same,zero,0,3.16e-06
SLURM_18274,36,13,36,same,zero,0,3.2e-06
SLURM_18275,36,14,36,same,zero,0,3.22e-06
SLURM_18276,36,15,36,same,zero,0,3.28e-06
SLURM_18277,36,16,36,same,zero,0,3.79e-06
SLURM_18278,36,17,36,same,zero,0,3.6e-06
SLURM_18279,36,18,36,same,zero,0,3.6e-06
SLURM_18280,36,19,36,same,zero,0,4.12e-06
SLURM_18281,36,20,36,same,zero,0,5.42e-06
SLURM_18282,36,21,36,same,zero,0,4.29e-06
SLURM_18283,36,22,36,same,zero,0,3.99e-06
SLURM_18284,36,23,36,same,zero,0,5.78e-06
SLURM_18285,36,24,36,same,zero,0,5.83e-06
SLURM_18286,36,25,36,same,zero,0,5.97e-06
SLURM_18287,36,26,36,same,zero,0,6.11e-06
SLURM_18288,36,27,36,same,zero,0,5.92e-06
SLURM_18289,36,28,36,same,zero,0,4.49e-06
SLURM_18290,36,29,36,same,zero,0,5.19e-06
SLURM_18291,36,30,36,same,zero,0,4.68e-06
SLURM_18292,36,31,36,same,zero,0,6.6e-06
SLURM_18293,36,32,36,same,zero,0,6.78e-06
SLURM_18294,36,33,36,same,zero,0,5.83e-06
SLURM_18295,36,34,36,same,zero,0,6.13e-06
SLURM_18296,36,35,36,same,zero,0,6.53e-06
SLURM_18297,36,36,36,same,zero,0,6.23e-06
SLURM_18298,36,37,36,same,zero,0,5.89e-06
SLURM_18299,36,38,36,same,zero,0,6.95e-06
SLURM_18300,36,39,36,same,zero,0,7.211e-06
SLURM_18301,36,40,36,same,zero,0,6.591e-06
SLURM_18302,36,41,36,same,zero,0,5.9e-06
SLURM_18303,36,42,36,same,zero,0,6.93e-06
SLURM_18304,36,43,36,same,zero,0,6.12e-06
SLURM_18305,36,44,36,same,zero,0,6.91e-06
SLURM_18306,36,45,36,same,zero,0,7.78e-06
SLURM_18307,36,46,36,same,zero,0,9.03e-06
SLURM_18308,36,47,36,same,zero,0,7.33e-06
SLURM_18309,36,48,36,same,zero,0,7.52e-06
SLURM_18310,36,49,36,same,zero,0,7.29e-06
SLURM_18311,36,50,36,same,zero,0,7.761e-06
SLURM_18312,36,51,36,same,zero,0,7.09e-06
SLURM_18313,36,52,36,same,zero,0,7.68e-06
SLURM_18314,36,53,36,same,zero,0,7.78e-06
SLURM_18315,36,54,36,same,zero,0,7.79e-06
SLURM_18316,36,55,36,same,zero,0,7.65e-06
SLURM_18317,36,56,36,same,zero,0,7.09e-06
SLURM_18318,36,57,36,same,zero,0,7.17e-06
SLURM_18319,36,58,36,same,zero,0,6.98e-06
SLURM_18320,36,59,36,same,zero,0,7.27e-06
SLURM_18321,36,60,36,same,zero,0,7.02e-06
SLURM_18322,36,61,36,same,zero,0,7.53e-06
SLURM_18323,36,62,36,same,zero,0,7.09e-06
SLURM_18324,36,63,36,same,zero,0,7.74e-06
SLURM_18325,36,64,36,same,zero,0,7.25e-06
SLURM_18326,36,65,36,same,zero,0,7.46e-06
SLURM_18327,36,66,36,same,zero,0,7.88e-06
SLURM_18328,36,67,36,same,zero,0,7.51e-06
SLURM_18329,36,68,36,same,zero,0,7.79e-06
SLURM_18330,36,69,36,same,zero,0,7.36e-06
SLURM_18331,36,70,36,same,zero,0,7.74e-06
SLURM_18332,36,71,36,same,zero,0,7.911e-06
SLURM_18333,36,72,36,same,zero,0,7.76e-06
SLURM_18334,36,73,36,same,zero,0,7.61e-06
SLURM_18335,36,74,36,same,zero,0,7.9e-06
SLURM_18336,36,75,36,same,zero,0,8.17e-06
SLURM_18337,36,76,36,same,zero,0,8.99e-06
SLURM_18338,36,77,36,same,zero,0,9.22e-06
SLURM_18339,36,78,36,same,zero,0,8.37e-06
SLURM_18340,36,79,36,same,zero,0,7.84e-06
SLURM_18341,36,80,36,same,zero,0,8.94e-06
SLURM_18342,36,81,36,same,zero,0,8.22e-06
SLURM_18343,36,82,36,same,zero,0,9.3e-06
SLURM_18344,36,83,36,same,zero,0,7.93e-06
SLURM_18345,36,84,36,same,zero,0,9.95e-06
SLURM_18346,36,85,36,same,zero,0,9.83e-06
SLURM_18347,36,86,36,same,zero,0,8.49e-06
SLURM_18348,36,87,36,same,zero,0,9.81e-06
SLURM_18349,36,88,36,same,zero,0,9.871e-06
SLURM_18350,36,89,36,same,zero,0,1.003e-05
SLURM_18351,36,90,36,same,zero,0,9.81e-06
SLURM_18352,36,91,36,same,zero,0,1.015e-05
SLURM_18353,36,92,36,same,zero,0,1.0541e-05
SLURM_18354,36,93,36,same,zero,0,1.0331e-05
SLURM_18355,36,94,36,same,zero,0,8.48e-06
SLURM_18356,36,95,36,same,zero,0,1.0231e-05
SLURM_18357,36,96,36,same,zero,0,9.861e-06
SLURM_18358,36,97,36,same,zero,0,9.69e-06
SLURM_18359,36,98,36,same,zero,0,1.017e-05
SLURM_18360,36,99,36,same,zero,0,1.047e-05
SLURM_18361,36,100,36,same,zero,0,1.013e-05
SLURM_18362,37,11,37,same,zero,0,4.5e-06
SLURM_18363,37,12,37,same,zero,0,4.5e-06
SLURM_18364,37,13,37,same,zero,0,4.44e-06
SLURM_18365,37,14,37,same,zero,0,4.861e-06
SLURM_18366,37,15,37,same,zero,0,4.75e-06
SLURM_18367,37,16,37,same,zero,0,5.45e-06
SLURM_18368,37,17,37,same,zero,0,5.35e-06
SLURM_18369,37,18,37,same,zero,0,5.6e-06
SLURM_18370,37,19,37,same,zero,0,5.51e-06
SLURM_18371,37,20,37,same,zero,0,5.18e-06
SLURM_18372,37,21,37,same,zero,0,4.44e-06
SLURM_18373,37,22,37,same,zero,0,4.05e-06
SLURM_18374,37,23,37,same,zero,0,4.79e-06
SLURM_18375,37,24,37,same,zero,0,6.19e-06
SLURM_18376,37,25,37,same,zero,0,5.77e-06
SLURM_18377,37,26,37,same,zero,0,5.08e-06
SLURM_18378,37,27,37,same,zero,0,4.89e-06
SLURM_18379,37,28,37,same,zero,0,4.99e-06
SLURM_18380,37,29,37,same,zero,0,5.75e-06
SLURM_18381,37,30,37,same,zero,0,6.59e-06
SLURM_18382,37,31,37,same,zero,0,5.31e-06
SLURM_18383,37,32,37,same,zero,0,5.19e-06
SLURM_18384,37,33,37,same,zero,0,7.01e-06
SLURM_18385,37,34,37,same,zero,0,7.21e-06
SLURM_18386,37,35,37,same,zero,0,6.86e-06
SLURM_18387,37,36,37,same,zero,0,6.22e-06
SLURM_18388,37,37,37,same,zero,0,6.83e-06
SLURM_18389,37,38,37,same,zero,0,7.04e-06
SLURM_18390,37,39,37,same,zero,0,7.05e-06
SLURM_18391,37,40,37,same,zero,0,7.16e-06
SLURM_18392,37,41,37,same,zero,0,1.4681e-05
SLURM_18393,37,42,37,same,zero,0,6.51e-06
SLURM_18394,37,43,37,same,zero,0,6.4e-06
SLURM_18395,37,44,37,same,zero,0,6.41e-06
SLURM_18396,37,45,37,same,zero,0,6.52e-06
SLURM_18397,37,46,37,same,zero,0,6.53e-06
SLURM_18398,37,47,37,same,zero,0,6.26e-06
SLURM_18399,37,48,37,same,zero,0,6.75e-06
SLURM_18400,37,49,37,same,zero,0,6.77e-06
SLURM_18401,37,50,37,same,zero,0,6.86e-06
SLURM_18402,37,51,37,same,zero,0,6.7e-06
SLURM_18403,37,52,37,same,zero,0,6.69e-06
SLURM_18404,37,53,37,same,zero,0,7.14e-06
SLURM_18405,37,54,37,same,zero,0,6.72e-06
SLURM_18406,37,55,37,same,zero,0,6.8e-06
SLURM_18407,37,56,37,same,zero,0,7.01e-06
SLURM_18408,37,57,37,same,zero,0,7.33e-06
SLURM_18409,37,58,37,same,zero,0,7.13e-06
SLURM_18410,37,59,37,same,zero,0,7.45e-06
SLURM_18411,37,60,37,same,zero,0,7.19e-06
SLURM_18412,37,61,37,same,zero,0,7.07e-06
SLURM_18413,37,62,37,same,zero,0,7.63e-06
SLURM_18414,37,63,37,same,zero,0,7.46e-06
SLURM_18415,37,64,37,same,zero,0,7.74e-06
SLURM_18416,37,65,37,same,zero,0,7.43e-06
SLURM_18417,37,66,37,same,zero,0,7.55e-06
SLURM_18418,37,67,37,same,zero,0,7.67e-06
SLURM_18419,37,68,37,same,zero,0,7.93e-06
SLURM_18420,37,69,37,same,zero,0,7.61e-06
SLURM_18421,37,70,37,same,zero,0,7.76e-06
SLURM_18422,37,71,37,same,zero,0,8.31e-06
SLURM_18423,37,72,37,same,zero,0,8.21e-06
SLURM_18424,37,73,37,same,zero,0,7.88e-06
SLURM_18425,37,74,37,same,zero,0,8.02e-06
SLURM_18426,37,75,37,same,zero,0,7.88e-06
SLURM_18427,37,76,37,same,zero,0,8e-06
SLURM_18428,37,77,37,same,zero,0,7.99e-06
SLURM_18429,37,78,37,same,zero,0,7.85e-06
SLURM_18430,37,79,37,same,zero,0,8.4e-06
SLURM_18431,37,80,37,same,zero,0,8.84e-06
SLURM_18432,37,81,37,same,zero,0,9.94e-06
SLURM_18433,37,82,37,same,zero,0,9.78e-06
SLURM_18434,37,83,37,same,zero,0,8.96e-06
SLURM_18435,37,84,37,same,zero,0,9.01e-06
SLURM_18436,37,85,37,same,zero,0,8.31e-06
SLURM_18437,37,86,37,same,zero,0,9.6e-06
SLURM_18438,37,87,37,same,zero,0,8.77e-06
SLURM_18439,37,88,37,same,zero,0,8.69e-06
SLURM_18440,37,89,37,same,zero,0,1.016e-05
SLURM_18441,37,90,37,same,zero,0,8.55e-06
SLURM_18442,37,91,37,same,zero,0,8.69e-06
SLURM_18443,37,92,37,same,zero,0,8.74e-06
SLURM_18444,37,93,37,same,zero,0,9.31e-06
SLURM_18445,37,94,37,same,zero,0,9.3e-06
SLURM_18446,37,95,37,same,zero,0,9.73e-06
SLURM_18447,37,96,37,same,zero,0,9.75e-06
SLURM_18448,37,97,37,same,zero,0,9.23e-06
SLURM_18449,37,98,37,same,zero,0,1.192e-05
SLURM_18450,37,99,37,same,zero,0,1.082e-05
SLURM_18451,37,100,37,same,zero,0,1.083e-05
SLURM_18452,38,11,38,same,zero,0,4.49e-06
SLURM_18453,38,12,38,same,zero,0,2.89e-06
SLURM_18454,38,13,38,same,zero,0,4.95e-06
SLURM_18455,38,14,38,same,zero,0,3.26e-06
SLURM_18456,38,15,38,same,zero,0,5.44e-06
SLURM_18457,38,16,38,same,zero,0,4.681e-06
SLURM_18458,38,17,38,same,zero,0,5.07e-06
SLURM_18459,38,18,38,same,zero,0,5.18e-06
SLURM_18460,38,19,38,same,zero,0,5.22e-06
SLURM_18461,38,20,38,same,zero,0,5.181e-06
SLURM_18462,38,21,38,same,zero,0,5.61e-06
SLURM_18463,38,22,38,same,zero,0,4.99e-06
SLURM_18464,38,23,38,same,zero,0,4.06e-06
SLURM_18465,38,24,38,same,zero,0,5.16e-06
SLURM_18466,38,25,38,same,zero,0,6.09e-06
SLURM_18467,38,26,38,same,zero,0,5.75e-06
SLURM_18468,38,27,38,same,zero,0,6.16e-06
SLURM_18469,38,28,38,same,zero,0,5.13e-06
SLURM_18470,38,29,38,same,zero,0,4.81e-06
SLURM_18471,38,30,38,same,zero,0,4.88e-06
SLURM_18472,38,31,38,same,zero,0,4.96e-06
SLURM_18473,38,32,38,same,zero,0,5.07e-06
SLURM_18474,38,33,38,same,zero,0,5.22e-06
SLURM_18475,38,34,38,same,zero,0,5.21e-06
SLURM_18476,38,35,38,same,zero,0,5.3e-06
SLURM_18477,38,36,38,same,zero,0,5.81e-06
SLURM_18478,38,37,38,same,zero,0,5.37e-06
SLURM_18479,38,38,38,same,zero,0,1.834e-05
SLURM_18480,38,39,38,same,zero,0,6.62e-06
SLURM_18481,38,40,38,same,zero,0,6.42e-06
SLURM_18482,38,41,38,same,zero,0,6.01e-06
SLURM_18483,38,42,38,same,zero,0,5.77e-06
SLURM_18484,38,43,38,same,zero,0,6.05e-06
SLURM_18485,38,44,38,same,zero,0,6.25e-06
SLURM_18486,38,45,38,same,zero,0,6.49e-06
SLURM_18487,38,46,38,same,zero,0,6.65e-06
SLURM_18488,38,47,38,same,zero,0,6.18e-06
SLURM_18489,38,48,38,same,zero,0,6.41e-06
SLURM_18490,38,49,38,same,zero,0,6.88e-06
SLURM_18491,38,50,38,same,zero,0,8.16e-06
SLURM_18492,38,51,38,same,zero,0,7.77e-06
SLURM_18493,38,52,38,same,zero,0,8.3e-06
SLURM_18494,38,53,38,same,zero,0,6.77e-06
SLURM_18495,38,54,38,same,zero,0,1.086e-05
SLURM_18496,38,55,38,same,zero,0,1.941e-05
SLURM_18497,38,56,38,same,zero,0,8.27e-06
SLURM_18498,38,57,38,same,zero,0,8.38e-06
SLURM_18499,38,58,38,same,zero,0,8.83e-06
SLURM_18500,38,59,38,same,zero,0,7.48e-06
SLURM_18501,38,60,38,same,zero,0,7.45e-06
SLURM_18502,38,61,38,same,zero,0,8.88e-06
SLURM_18503,38,62,38,same,zero,0,9.2e-06
SLURM_18504,38,63,38,same,zero,0,8.91e-06
SLURM_18505,38,64,38,same,zero,0,9.02e-06
SLURM_18506,38,65,38,same,zero,0,8.85e-06
SLURM_18507,38,66,38,same,zero,0,8.21e-06
SLURM_18508,38,67,38,same,zero,0,9.52e-06
