RunID,N,K,outLen,mode,padding,cval,time
SLURM_20722,63,30,63,same,zero,0,7.14e-06
SLURM_20723,63,31,63,same,zero,0,9.52e-06
SLURM_20724,63,32,63,same,zero,0,8.24e-06
SLURM_20725,63,33,63,same,zero,0,7.99e-06
SLURM_20726,63,34,63,same,zero,0,7.98e-06
SLURM_20727,63,35,63,same,zero,0,9.27e-06
SLURM_20728,63,36,63,same,zero,0,9.4e-06
SLURM_20729,63,37,63,same,zero,0,9.37e-06
SLURM_20730,63,38,63,same,zero,0,9.7e-06
SLURM_20731,63,39,63,same,zero,0,1.042e-05
SLURM_20732,63,40,63,same,zero,0,9.98e-06
SLURM_20733,63,41,63,same,zero,0,8.77e-06
SLURM_20734,63,42,63,same,zero,0,1.024e-05
SLURM_20735,63,43,63,same,zero,0,1.065e-05
SLURM_20736,63,44,63,same,zero,0,9.49e-06
SLURM_20737,63,45,63,same,zero,0,1.112e-05
SLURM_20738,63,46,63,same,zero,0,1.094e-05
SLURM_20739,63,47,63,same,zero,0,9.98e-06
SLURM_20740,63,48,63,same,zero,0,1.0791e-05
SLURM_20741,63,49,63,same,zero,0,9.97e-06
SLURM_20742,63,50,63,same,zero,0,1.12e-05
SLURM_20743,63,51,63,same,zero,0,1.135e-05
SLURM_20744,63,52,63,same,zero,0,1.125e-05
SLURM_20745,63,53,63,same,zero,0,1.123e-05
SLURM_20746,63,54,63,same,zero,0,1.0641e-05
SLURM_20747,63,55,63,same,zero,0,1.085e-05
SLURM_20748,63,56,63,same,zero,0,1.0781e-05
SLURM_20749,63,57,63,same,zero,0,1.108e-05
SLURM_20750,63,58,63,same,zero,0,1.24e-05
SLURM_20751,63,59,63,same,zero,0,1.199e-05
SLURM_20752,63,60,63,same,zero,0,1.226e-05
SLURM_20753,63,61,63,same,zero,0,1.2181e-05
SLURM_20754,63,62,63,same,zero,0,1.324e-05
SLURM_20755,63,63,63,same,zero,0,1.3051e-05
SLURM_20756,63,64,63,same,zero,0,1.341e-05
SLURM_20757,63,65,63,same,zero,0,1.2521e-05
SLURM_20758,63,66,63,same,zero,0,1.341e-05
SLURM_20759,63,67,63,same,zero,0,1.332e-05
SLURM_20760,63,68,63,same,zero,0,1.366e-05
SLURM_20761,63,69,63,same,zero,0,1.265e-05
SLURM_20762,63,70,63,same,zero,0,1.3e-05
SLURM_20763,63,71,63,same,zero,0,1.468e-05
SLURM_20764,63,72,63,same,zero,0,1.482e-05
SLURM_20765,63,73,63,same,zero,0,1.414e-05
SLURM_20766,63,74,63,same,zero,0,1.406e-05
SLURM_20767,63,75,63,same,zero,0,1.497e-05
SLURM_20768,63,76,63,same,zero,0,1.523e-05
SLURM_20769,63,77,63,same,zero,0,1.425e-05
SLURM_20770,63,78,63,same,zero,0,1.461e-05
SLURM_20771,63,79,63,same,zero,0,1.44e-05
SLURM_20772,63,80,63,same,zero,0,1.4691e-05
SLURM_20773,63,81,63,same,zero,0,1.461e-05
SLURM_20774,63,82,63,same,zero,0,1.517e-05
SLURM_20775,63,83,63,same,zero,0,1.621e-05
SLURM_20776,63,84,63,same,zero,0,1.476e-05
SLURM_20777,63,85,63,same,zero,0,1.493e-05
SLURM_20778,63,86,63,same,zero,0,1.551e-05
SLURM_20779,63,87,63,same,zero,0,1.515e-05
SLURM_20780,63,88,63,same,zero,0,1.522e-05
SLURM_20781,63,89,63,same,zero,0,1.571e-05
SLURM_20782,63,90,63,same,zero,0,1.552e-05
SLURM_20783,63,91,63,same,zero,0,1.6e-05
SLURM_20784,63,92,63,same,zero,0,1.599e-05
SLURM_20785,63,93,63,same,zero,0,1.5681e-05
SLURM_20786,63,94,63,same,zero,0,1.595e-05
SLURM_20787,63,95,63,same,zero,0,1.649e-05
SLURM_20788,63,96,63,same,zero,0,1.638e-05
SLURM_20789,63,97,63,same,zero,0,1.611e-05
SLURM_20790,63,98,63,same,zero,0,1.654e-05
SLURM_20791,63,99,63,same,zero,0,1.696e-05
SLURM_20792,63,100,63,same,zero,0,1.676e-05
SLURM_20793,64,11,64,same,zero,0,3.58e-06
SLURM_20794,64,12,64,same,zero,0,3.98e-06
SLURM_20795,64,13,64,same,zero,0,4.01e-06
SLURM_20796,64,14,64,same,zero,0,4.07e-06
SLURM_20797,64,15,64,same,zero,0,4.67e-06
SLURM_20798,64,16,64,same,zero,0,4.94e-06
SLURM_20799,64,17,64,same,zero,0,5.04e-06
SLURM_20800,64,18,64,same,zero,0,4.82e-06
SLURM_20801,64,19,64,same,zero,0,5.27e-06
SLURM_20802,64,20,64,same,zero,0,5.2e-06
SLURM_20803,64,21,64,same,zero,0,5.54e-06
SLURM_20804,64,22,64,same,zero,0,5.79e-06
SLURM_20805,64,23,64,same,zero,0,6.23e-06
SLURM_20806,64,24,64,same,zero,0,6.33e-06
SLURM_20807,64,25,64,same,zero,0,6.05e-06
SLURM_20808,64,26,64,same,zero,0,6.511e-06
SLURM_20809,64,27,64,same,zero,0,6.541e-06
SLURM_20810,64,28,64,same,zero,0,6.51e-06
SLURM_20811,64,29,64,same,zero,0,6.77e-06
SLURM_20812,64,30,64,same,zero,0,9.1e-06
SLURM_20813,64,31,64,same,zero,0,9.83e-06
SLURM_20814,64,32,64,same,zero,0,7.38e-06
SLURM_20815,64,33,64,same,zero,0,7.46e-06
SLURM_20816,64,34,64,same,zero,0,8.21e-06
SLURM_20817,64,35,64,same,zero,0,9.09e-06
SLURM_20818,64,36,64,same,zero,0,9.2e-06
SLURM_20819,64,37,64,same,zero,0,9.66e-06
SLURM_20820,64,38,64,same,zero,0,9.49e-06
SLURM_20821,64,39,64,same,zero,0,1.044e-05
SLURM_20822,64,40,64,same,zero,0,9.81e-06
SLURM_20823,64,41,64,same,zero,0,1.035e-05
SLURM_20824,64,42,64,same,zero,0,8.97e-06
SLURM_20825,64,43,64,same,zero,0,9.49e-06
SLURM_20826,64,44,64,same,zero,0,1.041e-05
SLURM_20827,64,45,64,same,zero,0,1.092e-05
SLURM_20828,64,46,64,same,zero,0,1.767e-05
SLURM_20829,64,47,64,same,zero,0,1.101e-05
SLURM_20830,64,48,64,same,zero,0,1.128e-05
SLURM_20831,64,49,64,same,zero,0,1.1631e-05
SLURM_20832,64,50,64,same,zero,0,1.07e-05
SLURM_20833,64,51,64,same,zero,0,1.091e-05
SLURM_20834,64,52,64,same,zero,0,1.218e-05
SLURM_20835,64,53,64,same,zero,0,1.1401e-05
SLURM_20836,64,54,64,same,zero,0,1.237e-05
SLURM_20837,64,55,64,same,zero,0,1.236e-05
SLURM_20838,64,56,64,same,zero,0,1.249e-05
SLURM_20839,64,57,64,same,zero,0,1.329e-05
SLURM_20840,64,58,64,same,zero,0,1.309e-05
SLURM_20841,64,59,64,same,zero,0,1.3e-05
SLURM_20842,64,60,64,same,zero,0,1.323e-05
SLURM_20843,64,61,64,same,zero,0,1.332e-05
SLURM_20844,64,62,64,same,zero,0,2.2991e-05
SLURM_20845,64,63,64,same,zero,0,1.399e-05
SLURM_20846,64,64,64,same,zero,0,1.246e-05
SLURM_20847,64,65,64,same,zero,0,1.244e-05
SLURM_20848,64,66,64,same,zero,0,1.264e-05
SLURM_20849,64,67,64,same,zero,0,1.301e-05
SLURM_20850,64,68,64,same,zero,0,1.286e-05
SLURM_20851,64,69,64,same,zero,0,1.3331e-05
SLURM_20852,64,70,64,same,zero,0,1.311e-05
SLURM_20853,64,71,64,same,zero,0,1.329e-05
SLURM_20854,64,72,64,same,zero,0,1.367e-05
SLURM_20855,64,73,64,same,zero,0,1.349e-05
SLURM_20856,64,74,64,same,zero,0,1.374e-05
SLURM_20857,64,75,64,same,zero,0,1.375e-05
SLURM_20858,64,76,64,same,zero,0,1.436e-05
SLURM_20859,64,77,64,same,zero,0,1.412e-05
SLURM_20860,64,78,64,same,zero,0,1.421e-05
SLURM_20861,64,79,64,same,zero,0,1.4811e-05
SLURM_20862,64,80,64,same,zero,0,1.482e-05
SLURM_20863,64,81,64,same,zero,0,1.524e-05
SLURM_20864,64,82,64,same,zero,0,1.566e-05
SLURM_20865,64,83,64,same,zero,0,1.486e-05
SLURM_20866,64,84,64,same,zero,0,1.487e-05
SLURM_20867,64,85,64,same,zero,0,1.548e-05
SLURM_20868,64,86,64,same,zero,0,1.602e-05
SLURM_20869,64,87,64,same,zero,0,1.528e-05
SLURM_20870,64,88,64,same,zero,0,1.728e-05
SLURM_20871,64,89,64,same,zero,0,1.603e-05
SLURM_20872,64,90,64,same,zero,0,1.745e-05
SLURM_20873,64,91,64,same,zero,0,1.785e-05
SLURM_20874,64,92,64,same,zero,0,1.746e-05
SLURM_20875,64,93,64,same,zero,0,1.76e-05
SLURM_20876,64,94,64,same,zero,0,1.759e-05
SLURM_20877,64,95,64,same,zero,0,1.79e-05
SLURM_20878,64,96,64,same,zero,0,1.75e-05
SLURM_20879,64,97,64,same,zero,0,1.6681e-05
SLURM_20880,64,98,64,same,zero,0,1.8301e-05
SLURM_20881,64,99,64,same,zero,0,1.769e-05
SLURM_20882,64,100,64,same,zero,0,1.841e-05
SLURM_20883,65,11,65,same,zero,0,5e-06
SLURM_20884,65,12,65,same,zero,0,5.62e-06
SLURM_20885,65,13,65,same,zero,0,5.1e-06
SLURM_20886,65,14,65,same,zero,0,6.03e-06
SLURM_20887,65,15,65,same,zero,0,5.72e-06
SLURM_20888,65,16,65,same,zero,0,6.49e-06
SLURM_20889,65,17,65,same,zero,0,6.32e-06
SLURM_20890,65,18,65,same,zero,0,6.19e-06
SLURM_20891,65,19,65,same,zero,0,6.15e-06
SLURM_20892,65,20,65,same,zero,0,6.87e-06
SLURM_20893,65,21,65,same,zero,0,6.48e-06
SLURM_20894,65,22,65,same,zero,0,6.93e-06
SLURM_20895,65,23,65,same,zero,0,7.1e-06
SLURM_20896,65,24,65,same,zero,0,7.26e-06
SLURM_20897,65,25,65,same,zero,0,7.42e-06
SLURM_20898,65,26,65,same,zero,0,7.79e-06
SLURM_20899,65,27,65,same,zero,0,8.08e-06
SLURM_20900,65,28,65,same,zero,0,6.911e-06
SLURM_20901,65,29,65,same,zero,0,7.63e-06
SLURM_20902,65,30,65,same,zero,0,7.851e-06
SLURM_20903,65,31,65,same,zero,0,8.63e-06
SLURM_20904,65,32,65,same,zero,0,9.28e-06
SLURM_20905,65,33,65,same,zero,0,9.13e-06
SLURM_20906,65,34,65,same,zero,0,9.741e-06
SLURM_20907,65,35,65,same,zero,0,7.97e-06
SLURM_20908,65,36,65,same,zero,0,9.62e-06
SLURM_20909,65,37,65,same,zero,0,1.025e-05
SLURM_20910,65,38,65,same,zero,0,1.028e-05
SLURM_20911,65,39,65,same,zero,0,9.51e-06
SLURM_20912,65,40,65,same,zero,0,9.32e-06
SLURM_20913,65,41,65,same,zero,0,1.023e-05
SLURM_20914,65,42,65,same,zero,0,9.92e-06
SLURM_20915,65,43,65,same,zero,0,1.016e-05
SLURM_20916,65,44,65,same,zero,0,1.049e-05
SLURM_20917,65,45,65,same,zero,0,1.134e-05
SLURM_20918,65,46,65,same,zero,0,1.14e-05
SLURM_20919,65,47,65,same,zero,0,1.071e-05
SLURM_20920,65,48,65,same,zero,0,1.049e-05
SLURM_20921,65,49,65,same,zero,0,1.032e-05
SLURM_20922,65,50,65,same,zero,0,1.067e-05
SLURM_20923,65,51,65,same,zero,0,1.116e-05
SLURM_20924,65,52,65,same,zero,0,1.074e-05
SLURM_20925,65,53,65,same,zero,0,1.097e-05
SLURM_20926,65,54,65,same,zero,0,1.149e-05
SLURM_20927,65,55,65,same,zero,0,1.106e-05
SLURM_20928,65,56,65,same,zero,0,1.222e-05
SLURM_20929,65,57,65,same,zero,0,1.159e-05
SLURM_20930,65,58,65,same,zero,0,1.166e-05
SLURM_20931,65,59,65,same,zero,0,1.223e-05
SLURM_20932,65,60,65,same,zero,0,1.219e-05
SLURM_20933,65,61,65,same,zero,0,1.267e-05
SLURM_20934,65,62,65,same,zero,0,1.226e-05
SLURM_20935,65,63,65,same,zero,0,1.223e-05
SLURM_20936,65,64,65,same,zero,0,1.252e-05
SLURM_20937,65,65,65,same,zero,0,1.303e-05
SLURM_20938,65,66,65,same,zero,0,1.275e-05
SLURM_20939,65,67,65,same,zero,0,1.325e-05
SLURM_20940,65,68,65,same,zero,0,1.338e-05
SLURM_20941,65,69,65,same,zero,0,1.354e-05
SLURM_20942,65,70,65,same,zero,0,1.336e-05
SLURM_20943,65,71,65,same,zero,0,1.3381e-05
SLURM_20944,65,72,65,same,zero,0,1.359e-05
SLURM_20945,65,73,65,same,zero,0,1.38e-05
SLURM_20946,65,74,65,same,zero,0,1.391e-05
SLURM_20947,65,75,65,same,zero,0,1.443e-05
SLURM_20948,65,76,65,same,zero,0,1.479e-05
SLURM_20949,65,77,65,same,zero,0,1.437e-05
SLURM_20950,65,78,65,same,zero,0,1.481e-05
SLURM_20951,65,79,65,same,zero,0,1.462e-05
SLURM_20952,65,80,65,same,zero,0,1.474e-05
SLURM_20953,65,81,65,same,zero,0,1.545e-05
SLURM_20954,65,82,65,same,zero,0,1.508e-05
SLURM_20955,65,83,65,same,zero,0,1.509e-05
SLURM_20956,65,84,65,same,zero,0,1.549e-05
SLURM_20957,65,85,65,same,zero,0,1.522e-05
SLURM_20958,65,86,65,same,zero,0,1.676e-05
SLURM_20959,65,87,65,same,zero,0,1.575e-05
SLURM_20960,65,88,65,same,zero,0,1.584e-05
SLURM_20961,65,89,65,same,zero,0,1.728e-05
SLURM_20962,65,90,65,same,zero,0,1.765e-05
SLURM_20963,65,91,65,same,zero,0,1.664e-05
SLURM_20964,65,92,65,same,zero,0,1.655e-05
SLURM_20965,65,93,65,same,zero,0,1.6571e-05
SLURM_20966,65,94,65,same,zero,0,1.783e-05
SLURM_20967,65,95,65,same,zero,0,1.6801e-05
SLURM_20968,65,96,65,same,zero,0,1.7031e-05
SLURM_20969,65,97,65,same,zero,0,1.862e-05
SLURM_20970,65,98,65,same,zero,0,1.778e-05
SLURM_20971,65,99,65,same,zero,0,1.879e-05
SLURM_20972,65,100,65,same,zero,0,2.461e-05
SLURM_20973,66,11,66,same,zero,0,3.77e-06
SLURM_20974,66,12,66,same,zero,0,4.4e-06
SLURM_20975,66,13,66,same,zero,0,5.69e-06
SLURM_20976,66,14,66,same,zero,0,6.39e-06
SLURM_20977,66,15,66,same,zero,0,4.81e-06
SLURM_20978,66,16,66,same,zero,0,6.26e-06
SLURM_20979,66,17,66,same,zero,0,5.36e-06
SLURM_20980,66,18,66,same,zero,0,6.43e-06
SLURM_20981,66,19,66,same,zero,0,6.45e-06
SLURM_20982,66,20,66,same,zero,0,5.4e-06
SLURM_20983,66,21,66,same,zero,0,7.38e-06
SLURM_20984,66,22,66,same,zero,0,7.76e-06
SLURM_20985,66,23,66,same,zero,0,6.64e-06
SLURM_20986,66,24,66,same,zero,0,6.35e-06
SLURM_20987,66,25,66,same,zero,0,7.53e-06
SLURM_20988,66,26,66,same,zero,0,7.52e-06
SLURM_20989,66,27,66,same,zero,0,8.56e-06
SLURM_20990,66,28,66,same,zero,0,6.99e-06
SLURM_20991,66,29,66,same,zero,0,8.79e-06
SLURM_20992,66,30,66,same,zero,0,8.17e-06
SLURM_20993,66,31,66,same,zero,0,7.32e-06
SLURM_20994,66,32,66,same,zero,0,9.41e-06
SLURM_20995,66,33,66,same,zero,0,8.41e-06
SLURM_20996,66,34,66,same,zero,0,8.11e-06
SLURM_20997,66,35,66,same,zero,0,8.53e-06
SLURM_20998,66,36,66,same,zero,0,8.85e-06
SLURM_20999,66,37,66,same,zero,0,8.69e-06
SLURM_21000,66,38,66,same,zero,0,8.42e-06
SLURM_21001,66,39,66,same,zero,0,8.55e-06
SLURM_21002,66,40,66,same,zero,0,8.94e-06
SLURM_21003,66,41,66,same,zero,0,8.96e-06
SLURM_21004,66,42,66,same,zero,0,9.24e-06
SLURM_21005,66,43,66,same,zero,0,9.49e-06
SLURM_21006,66,44,66,same,zero,0,9.51e-06
SLURM_21007,66,45,66,same,zero,0,1.007e-05
SLURM_21008,66,46,66,same,zero,0,1.016e-05
SLURM_21009,66,47,66,same,zero,0,1.001e-05
SLURM_21010,66,48,66,same,zero,0,1.004e-05
SLURM_21011,66,49,66,same,zero,0,1.036e-05
SLURM_21012,66,50,66,same,zero,0,1.095e-05
SLURM_21013,66,51,66,same,zero,0,1.091e-05
SLURM_21014,66,52,66,same,zero,0,1.125e-05
SLURM_21015,66,53,66,same,zero,0,1.106e-05
SLURM_21016,66,54,66,same,zero,0,1.113e-05
SLURM_21017,66,55,66,same,zero,0,1.175e-05
SLURM_21018,66,56,66,same,zero,0,1.219e-05
SLURM_21019,66,57,66,same,zero,0,1.337e-05
SLURM_21020,66,58,66,same,zero,0,1.355e-05
SLURM_21021,66,59,66,same,zero,0,1.301e-05
SLURM_21022,66,60,66,same,zero,0,1.275e-05
SLURM_21023,66,61,66,same,zero,0,1.279e-05
SLURM_21024,66,62,66,same,zero,0,1.398e-05
SLURM_21025,66,63,66,same,zero,0,1.335e-05
SLURM_21026,66,64,66,same,zero,0,1.273e-05
SLURM_21027,66,65,66,same,zero,0,1.414e-05
SLURM_21028,66,66,66,same,zero,0,1.403e-05
SLURM_21029,66,67,66,same,zero,0,1.326e-05
SLURM_21030,66,68,66,same,zero,0,1.325e-05
SLURM_21031,66,69,66,same,zero,0,1.356e-05
SLURM_21032,66,70,66,same,zero,0,1.421e-05
SLURM_21033,66,71,66,same,zero,0,1.479e-05
SLURM_21034,66,72,66,same,zero,0,1.5251e-05
SLURM_21035,66,73,66,same,zero,0,1.456e-05
SLURM_21036,66,74,66,same,zero,0,1.48e-05
SLURM_21037,66,75,66,same,zero,0,1.447e-05
SLURM_21038,66,76,66,same,zero,0,1.6371e-05
SLURM_21039,66,77,66,same,zero,0,1.454e-05
SLURM_21040,66,78,66,same,zero,0,1.483e-05
SLURM_21041,66,79,66,same,zero,0,1.515e-05
SLURM_21042,66,80,66,same,zero,0,2.156e-05
SLURM_21043,66,81,66,same,zero,0,1.514e-05
SLURM_21044,66,82,66,same,zero,0,1.672e-05
SLURM_21045,66,83,66,same,zero,0,1.68e-05
SLURM_21046,66,84,66,same,zero,0,1.864e-05
SLURM_21047,66,85,66,same,zero,0,1.731e-05
SLURM_21048,66,86,66,same,zero,0,1.722e-05
SLURM_21049,66,87,66,same,zero,0,1.601e-05
SLURM_21050,66,88,66,same,zero,0,1.743e-05
SLURM_21051,66,89,66,same,zero,0,1.6711e-05
SLURM_21052,66,90,66,same,zero,0,1.819e-05
SLURM_21053,66,91,66,same,zero,0,1.738e-05
SLURM_21054,66,92,66,same,zero,0,1.705e-05
SLURM_21055,66,93,66,same,zero,0,2.6501e-05
SLURM_21056,66,94,66,same,zero,0,1.838e-05
SLURM_21057,66,95,66,same,zero,0,1.888e-05
SLURM_21058,66,96,66,same,zero,0,1.847e-05
SLURM_21059,66,97,66,same,zero,0,1.817e-05
SLURM_21060,66,98,66,same,zero,0,1.752e-05
SLURM_21061,66,99,66,same,zero,0,1.897e-05
SLURM_21062,66,100,66,same,zero,0,2.733e-05
SLURM_21063,67,11,67,same,zero,0,3.94e-06
SLURM_21064,67,12,67,same,zero,0,5.16e-06
SLURM_21065,67,13,67,same,zero,0,4.98e-06
SLURM_21066,67,14,67,same,zero,0,5.99e-06
SLURM_21067,67,15,67,same,zero,0,5.401e-06
SLURM_21068,67,16,67,same,zero,0,6.35e-06
SLURM_21069,67,17,67,same,zero,0,5.94e-06
SLURM_21070,67,18,67,same,zero,0,5.66e-06
SLURM_21071,67,19,67,same,zero,0,5.99e-06
SLURM_21072,67,20,67,same,zero,0,5.95e-06
SLURM_21073,67,21,67,same,zero,0,5.49e-06
SLURM_21074,67,22,67,same,zero,0,1.424e-05
SLURM_21075,67,23,67,same,zero,0,7.51e-06
SLURM_21076,67,24,67,same,zero,0,8.71e-06
SLURM_21077,67,25,67,same,zero,0,6.68e-06
SLURM_21078,67,26,67,same,zero,0,7.42e-06
SLURM_21079,67,27,67,same,zero,0,7.05e-06
SLURM_21080,67,28,67,same,zero,0,7.341e-06
SLURM_21081,67,29,67,same,zero,0,8.18e-06
SLURM_21082,67,30,67,same,zero,0,7.9e-06
SLURM_21083,67,31,67,same,zero,0,8.2e-06
SLURM_21084,67,32,67,same,zero,0,8.08e-06
SLURM_21085,67,33,67,same,zero,0,8.57e-06
SLURM_21086,67,34,67,same,zero,0,1e-05
SLURM_21087,67,35,67,same,zero,0,8.82e-06
SLURM_21088,67,36,67,same,zero,0,9.25e-06
SLURM_21089,67,37,67,same,zero,0,9.01e-06
SLURM_21090,67,38,67,same,zero,0,9.62e-06
SLURM_21091,67,39,67,same,zero,0,9.41e-06
SLURM_21092,67,40,67,same,zero,0,1.006e-05
SLURM_21093,67,41,67,same,zero,0,9.811e-06
SLURM_21094,67,42,67,same,zero,0,1.099e-05
SLURM_21095,67,43,67,same,zero,0,1.098e-05
SLURM_21096,67,44,67,same,zero,0,1.147e-05
SLURM_21097,67,45,67,same,zero,0,9.98e-06
SLURM_21098,67,46,67,same,zero,0,1.015e-05
SLURM_21099,67,47,67,same,zero,0,1.092e-05
SLURM_21100,67,48,67,same,zero,0,1.035e-05
SLURM_21101,67,49,67,same,zero,0,1.074e-05
SLURM_21102,67,50,67,same,zero,0,1.149e-05
SLURM_21103,67,51,67,same,zero,0,1.143e-05
SLURM_21104,67,52,67,same,zero,0,1.246e-05
SLURM_21105,67,53,67,same,zero,0,1.255e-05
SLURM_21106,67,54,67,same,zero,0,1.257e-05
SLURM_21107,67,55,67,same,zero,0,1.184e-05
SLURM_21108,67,56,67,same,zero,0,1.307e-05
SLURM_21109,67,57,67,same,zero,0,1.181e-05
SLURM_21110,67,58,67,same,zero,0,1.227e-05
SLURM_21111,67,59,67,same,zero,0,1.349e-05
SLURM_21112,67,60,67,same,zero,0,1.263e-05
SLURM_21113,67,61,67,same,zero,0,1.374e-05
SLURM_21114,67,62,67,same,zero,0,1.245e-05
SLURM_21115,67,63,67,same,zero,0,1.374e-05
SLURM_21116,67,64,67,same,zero,0,1.468e-05
SLURM_21117,67,65,67,same,zero,0,1.438e-05
SLURM_21118,67,66,67,same,zero,0,1.312e-05
SLURM_21119,67,67,67,same,zero,0,1.473e-05
SLURM_21120,67,68,67,same,zero,0,1.434e-05
SLURM_21121,67,69,67,same,zero,0,1.52e-05
SLURM_21122,67,70,67,same,zero,0,1.517e-05
SLURM_21123,67,71,67,same,zero,0,1.526e-05
SLURM_21124,67,72,67,same,zero,0,1.508e-05
SLURM_21125,67,73,67,same,zero,0,1.455e-05
SLURM_21126,67,74,67,same,zero,0,2.361e-05
SLURM_21127,67,75,67,same,zero,0,1.466e-05
SLURM_21128,67,76,67,same,zero,0,1.47e-05
SLURM_21129,67,77,67,same,zero,0,1.597e-05
SLURM_21130,67,78,67,same,zero,0,1.63e-05
SLURM_21131,67,79,67,same,zero,0,1.628e-05
SLURM_21132,67,80,67,same,zero,0,1.645e-05
SLURM_21133,67,81,67,same,zero,0,1.679e-05
SLURM_21134,67,82,67,same,zero,0,1.695e-05
SLURM_21135,67,83,67,same,zero,0,1.715e-05
SLURM_21136,67,84,67,same,zero,0,1.61e-05
SLURM_21137,67,85,67,same,zero,0,1.643e-05
SLURM_21138,67,86,67,same,zero,0,1.82e-05
SLURM_21139,67,87,67,same,zero,0,1.8e-05
SLURM_21140,67,88,67,same,zero,0,1.837e-05
SLURM_21141,67,89,67,same,zero,0,1.769e-05
SLURM_21142,67,90,67,same,zero,0,1.795e-05
SLURM_21143,67,91,67,same,zero,0,1.768e-05
SLURM_21144,67,92,67,same,zero,0,1.709e-05
SLURM_21145,67,93,67,same,zero,0,1.796e-05
SLURM_21146,67,94,67,same,zero,0,1.854e-05
SLURM_21147,67,95,67,same,zero,0,1.808e-05
SLURM_21148,67,96,67,same,zero,0,1.765e-05
SLURM_21149,67,97,67,same,zero,0,1.832e-05
SLURM_21150,67,98,67,same,zero,0,1.808e-05
SLURM_21151,67,99,67,same,zero,0,1.887e-05
SLURM_21152,67,100,67,same,zero,0,1.862e-05
SLURM_21153,68,11,68,same,zero,0,4.22e-06
SLURM_21154,68,12,68,same,zero,0,4.37e-06
SLURM_21155,68,13,68,same,zero,0,4.4e-06
SLURM_21156,68,14,68,same,zero,0,5.04e-06
SLURM_21157,68,15,68,same,zero,0,6.32e-06
SLURM_21158,68,16,68,same,zero,0,5.57e-06
SLURM_21159,68,17,68,same,zero,0,5.41e-06
SLURM_21160,68,18,68,same,zero,0,6.53e-06
SLURM_21161,68,19,68,same,zero,0,7.25e-06
SLURM_21162,68,20,68,same,zero,0,6.11e-06
SLURM_21163,68,21,68,same,zero,0,6e-06
SLURM_21164,68,22,68,same,zero,0,7.74e-06
SLURM_21165,68,23,68,same,zero,0,7.47e-06
SLURM_21166,68,24,68,same,zero,0,7.9e-06
SLURM_21167,68,25,68,same,zero,0,7.06e-06
SLURM_21168,68,26,68,same,zero,0,8.12e-06
SLURM_21169,68,27,68,same,zero,0,6.67e-06
SLURM_21170,68,28,68,same,zero,0,7.41e-06
SLURM_21171,68,29,68,same,zero,0,7.71e-06
SLURM_21172,68,30,68,same,zero,0,7.87e-06
SLURM_21173,68,31,68,same,zero,0,7.56e-06
SLURM_21174,68,32,68,same,zero,0,8.13e-06
SLURM_21175,68,33,68,same,zero,0,8.35e-06
SLURM_21176,68,34,68,same,zero,0,8.15e-06
SLURM_21177,68,35,68,same,zero,0,8.16e-06
SLURM_21178,68,36,68,same,zero,0,8.29e-06
SLURM_21179,68,37,68,same,zero,0,8.64e-06
SLURM_21180,68,38,68,same,zero,0,8.83e-06
SLURM_21181,68,39,68,same,zero,0,9.14e-06
SLURM_21182,68,40,68,same,zero,0,9.4e-06
SLURM_21183,68,41,68,same,zero,0,9.64e-06
SLURM_21184,68,42,68,same,zero,0,9.84e-06
SLURM_21185,68,43,68,same,zero,0,9.77e-06
SLURM_21186,68,44,68,same,zero,0,9.75e-06
SLURM_21187,68,45,68,same,zero,0,1.022e-05
SLURM_21188,68,46,68,same,zero,0,1.047e-05
SLURM_21189,68,47,68,same,zero,0,1.033e-05
SLURM_21190,68,48,68,same,zero,0,1.105e-05
SLURM_21191,68,49,68,same,zero,0,1.084e-05
SLURM_21192,68,50,68,same,zero,0,1.107e-05
SLURM_21193,68,51,68,same,zero,0,1.093e-05
SLURM_21194,68,52,68,same,zero,0,1.152e-05
SLURM_21195,68,53,68,same,zero,0,1.115e-05
SLURM_21196,68,54,68,same,zero,0,1.142e-05
SLURM_21197,68,55,68,same,zero,0,1.175e-05
SLURM_21198,68,56,68,same,zero,0,1.177e-05
SLURM_21199,68,57,68,same,zero,0,1.193e-05
SLURM_21200,68,58,68,same,zero,0,1.195e-05
SLURM_21201,68,59,68,same,zero,0,1.217e-05
SLURM_21202,68,60,68,same,zero,0,1.233e-05
SLURM_21203,68,61,68,same,zero,0,1.245e-05
SLURM_21204,68,62,68,same,zero,0,1.275e-05
SLURM_21205,68,63,68,same,zero,0,1.269e-05
SLURM_21206,68,64,68,same,zero,0,1.347e-05
SLURM_21207,68,65,68,same,zero,0,1.354e-05
SLURM_21208,68,66,68,same,zero,0,1.372e-05
SLURM_21209,68,67,68,same,zero,0,1.4e-05
SLURM_21210,68,68,68,same,zero,0,1.393e-05
SLURM_21211,68,69,68,same,zero,0,1.409e-05
SLURM_21212,68,70,68,same,zero,0,1.481e-05
SLURM_21213,68,71,68,same,zero,0,1.4e-05
SLURM_21214,68,72,68,same,zero,0,1.429e-05
SLURM_21215,68,73,68,same,zero,0,1.446e-05
SLURM_21216,68,74,68,same,zero,0,1.466e-05
SLURM_21217,68,75,68,same,zero,0,1.571e-05
SLURM_21218,68,76,68,same,zero,0,1.482e-05
SLURM_21219,68,77,68,same,zero,0,1.512e-05
