RunID,N,K,outLen,mode,padding,cval,time
SLURM_29156,1070409999,1024,1070409999,same,zero,0,782.815722736
SLURM_29157,1070409999,2048,1070409999,same,zero,0,1592.985401995
SLURM_29158,1070409999,3072,1070409999,same,zero,0,2398.271042876
SLURM_29171,1070409999,4096,1070409999,same,zero,0,3207.112959225
SLURM_29183,1070409999,5120,1070409999,same,zero,0,4008.133601481
SLURM_29194,1070409999,6144,1070409999,same,zero,0,4813.345355017
